"ID","question","questionType"
82376,"Does either BLU Quattro 5.7 or BLU Life View use a Stylus Pen?",1
66783,"What is the average length of time this battery lasts over the original? I m running a half marathon and want to see if it will last during my run!",0
114166,"Are tHey noise cancelling",1
95151,"how do I charge my iphone 6 plus when doesn t fit?",0
79742,"Is the clip (holder) removable?",1
49487,"Will this case fit a Samsung Galaxy Note 3 model?",1
51861,"Does the case get in the way when charging the phone?",1
109578,"is there any quarantee on this case?",1
60069,"Will this work for the Galaxy S 2?",1
77190,"Does this come in regular otter box retail packaging?",1
66411,"For the outterbox is the color knight a dark grey?",0
11277,"What is the shelf life on the packets?",0
53796,"Does it come in high gloss clear?",1
32454,"Will this card work in Sweden? Can I get a Swedish phone number?",0
92904,"I have decided to buy this item as soon as it comes out in White /Grey. Please let me know when it becomes available.",0
106822,"Can you connect more than one of these to the same laptop? I need the sound and microphone for a lot of people in attenance.",1
20957,"What kind of pots and pans are suitable for induction cooking?",0
77337,"hi this box come with e-gate or jcop smart card?",0
51038,"does it protect the front screen from cracking",1
32084,"Does this come with a cable or do I have to buy that separately?",0
26065,"Can I use non stick pan if it had the magnet on the bottom to use on this cooktop?",1
31562,"is it work with indonesia provider?",1
32961,"Is this phone compatible with Alltel?",1
102257,"Would I be able to lift the iphone up to record when I ride using the rear facing camera or does it remain in its fixed flat position?",0
68574,"will this item be shipped through UPS or FedEx?",0
8884,"My friend lives in the country with a p o box number for the address. can federal express delivery to this type address",1
107682,"Will it work on Cricket Wireless?",1
16862,"I ordered hard white wheat berries Palouse. Are they organic ? E. Perrine",1
60967,"I read reviews saying that on the white and black hybrid iphone 4s case, the white looks pinkish. Is this true?",1
110953,"This phone works with Digitel Venezuela ?",0
47276,"does this work w/T Mobile prepaid network?",1
61936,"Can this case work with the IPHONE 5C?! Please respond.",1
17804,"Hello! Are these shelled?",1
106345,"does this phone work in mexico telcel network",1
87609,"Thinking about getting this phone. I currently have an LG P506 android version...",0
109483,"my daughter has an iphone 4~ will this work for her? if not, any recommendations for a similar product?",0
11973,"Does red palm oil sometimes have a dark brown color at the bottom of the jar?",1
48235,"This equipment is Brand new and original? Comes with box and all accessories ? This is sealed ?",0
69440,"Is this a heavy phone case?",1
71406,"Can I use this case for a blu 5.3 cell phone",1
6005,"exp date?",0
54617,"Will this charger work with a hard, belt clip type case like this (PureGear Shell &amp; Holster Combo Case For Samsung Galaxy S III S3 with Kickstand)?",1
52203,"It work on Iphone 4 International version ( Costa Rica)",0
63982,"Can it be paired to multiple devices?",1
69676,"What size SIM card fits in this phone? Some pages say standard size while other pages say mini? Which one?",0
69069,"What is the best way to contact customer support to return defective bumper?",0
88437,"Does the case use wireless charging or does it plug into the micro USB connection on the base? Wireless charging on my Nexus stopped working.",0
84476,"will this case work with the Zero Lemon 7500mAh battery?",1
57245,"Does this case fit the iPod touch 5?",1
65723,"Does the shift key have to be held down at the same time as the letter in order to get a capital letter?",1
97347,"What is the difference between this model and the elago S5C Outfit Morph MX Aluminum and Polycarbonate Dual Case?",0
8948,"How many Tablespoons or Cups are in 16 oz (1 lb) of sprinkles?",0
9251,"Is it Non-GMO?",1
57000,"Will this work with Verizon MiFi 5510L as a pre-paid hotspot?",1
68402,"which case comes with it? I want the pink one",0
4638,"Why has the price jumped from $47.00 when I bought it in May 2014 to $78.00 ?",0
36030,"does it have duel camera",1
15436,"are all the instructions in japanese?",1
3669,"is this food grade",1
77434,"octacore?",0
108819,"At T-Mobile store in the U.S I was told that this phone does not work on 3G. It works on EDGE net work.Is it true?. Is EDGE in India?",0
41432,"Does this phone feature  voice-to-text  built-in, or do you need an aftermarket app?",0
59874,"compatible with Samsung Galaxy S4",0
32425,"If you buy a triple minute PHONE and a double minute 1 yr card direct from tracfone, does it double or triple your minutes?",0
100188,"Does anyone know the weight of the case?",0
43394,"does this model work with Samsung t249? what model of cell work with this model?",0
26107,"will this replace part # PS2356987? I have a stove model # JGR8855BDS",1
89078,"I have read some reviews which indicate that the phone shakes in the mount when driving even on smooth roads. Anyone else experience this?",0
101726,"Is this Smart Dock compatible with the original Samsung Galaxy Note (SGH-i717)?",1
66116,"Hello, I need to know if the phone is completely new and if it wil work in Ecuador, is it unlocked??",1
20830,"Has anyone used this filter for the Broan F40000 series",1
67772,"Does it cover the camera and flash on the 5s?",1
65995,"will it fit the 5C ?",1
48975,"Can you talk on the phone, etc. when case is on?",1
113277,"Does anyone know if you can play CD s while this is installed",0
68083,"how do you power off",0
21836,"would this be ok for testing water in my tropical fish tank,thanks",1
101645,"Can I just buy a SIM card since I will only be using it for text and talk. Or does it need an SD card too?",0
63798,"I don t see exactly how the phone connects to the case. Can anyone explain that?",1
50873,"Does it come with a charger? If not, what type of charger is it?",0
79616,"will this case fit the galaxy s4 mini? and can it be used without the clip?",0
59069,"I already have a contract with Sprint. Can this phone be used with Sprint? And is this phone unlocked?",0
40982,"Is it a unlocked phone?",1
67015,"Will this work with the verizon g2 and ballistic case?",1
112827,"what carriers can this phone be usead",0
68052,"Will this work with the new iPhone 5s?",1
31074,"will this work with the galaxy ll samsung?",1
58475,"is there a sim card in the phone if not how much to include one?",1
51662,"Will this work with an Apple Ipod Generation 4 MP3 Player?",1
19992,"Does this come with the case?",1
69891,"Has anyone actually used straight talk service with this phone?",1
97702,"Does this case work at all as a stand?",1
113467,"Which gsm bands works 3g? is this verizon",1
111741,"Hola. Este celular funciona con Movistar en Venezuela. Hi. Works with Movistar in Venezuela",0
31217,"Nokia E63: Will this Nokia E63 work in Ireland?",0
38365,"What do the people on the other end of the phone line say about sound quality for the microphone? Where is the microphone?",0
29184,"does this phone come with a sim card or how do i set it up and add minutes?",0
102652,"does the phone have a micro sd slot?",1
19970,"How many watts?",0
75210,"does it work for Verizon Iphone 4s?",1
70184,"Is the key holder large enough to hold a keyless entry vehicle key (we have a Nissan)? or is it only for flat traditional keys?",0
57253,"is the phone able to receive Chinese messages?",1
57110,"this phone can work in mexico ? what size is a sim",0
69433,"Does this work with the mini? Doesn t look like it would from the picture",1
26254,"How easy is it to clean?",0
23452,"How has this refrigerator been working out for you? Any regrets?",0
111578,"ITS UNLOCKED? Huawei U9508 Honor Glory II Quad-core 1.4ghz 4.5 Inch IPS Retinal Screen 2g RAM Android 4.0 ICS 8.0mp",0
58217,"does this phone come with the home charger?",1
80975,"How long does the charge last before it needs to be charged again?",0
334,"Can anyone comment on the taste of lobster vs fish base? I ve the fish base and absolutely love it. Wondering if I need both. thank you.",0
73944,"What is the warranty?",0
90599,"What are the pad dimensions? (I guess what s shown on the product description is the size of the packaging)",0
81,"does the light say on",1
45286,"i have a samsung galaxy s2 att skyrocket...is this the right one?",1
64517,"I have the luvvitt thin case on back go my 5s will I be able to get this in the pouch",0
7787,"Will cold temps during shipping hurt the starter? Our high temperature for the day has only been in the teens lately. Thank you.",1
71700,"Does the controller work with iPhone and/or iPod?",0
46178,"What times x 3 mean? Does that mean 3 come in a package for 1.00 something, whatever price it says",1
99898,"is it really waterproof?",1
101508,"Does this work with IOS8?",1
12595,"Anyone know if the peanuts used are conventional? (pesticides used)",0
43266,"hello i would like to buy the 12 connectors for most phones.because the ones that suit for blackberrys is broken.how could i buy it .thanks",0
82044,"Does work with wasap?",1
108676,"does the design rub off?",1
49199,"Will it fit a Droid Razr?",1
111897,"will this work on a samsung galaxy tab 3 lite?",1
104894,"Can you use these lenses to shoot videos?",1
86461,"Does the case cover the screen? or is it one of those static cling screen covers?",0
